f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,clase
-0.506021,0.287717,0.178741,-0.588873,-0.209148,0.33055,0.45188,-1.78308,0.738535,0.700465,-1.85053,-1.81127,-0.750091,-1.70039,-1.61204,-0.528103,0.199729,-0.72079,-2.15321,0.0366019,0.114991,0.34132,-0.0992425,1.83642,0.598624,0.865124,-0.105205,0.11746,-1.18959,0.725266,-0.419887,-1.19515,0.00870303,0.7607,-0.806906,-1.64504,-0.453154,0.453191,0.717076,0.734357,0.592579,-0.874445,0.258931,-1.74615,-1.76119,-1.60519,-0.678041,0.889829,-2.11777,0.776081,-0.977706,0.538748,0.447576,-1.31401,0.105761,0.308285,0.318646,-0.471484,-0.607661,0.446258,-0.805431,-0.777113,0.440191,0.953911,-0.877215,-0.739781,-0.213464,0.634703,-0.0999924,0.630561,0.412678,0.0952706,-2.11292,-1.79549,-0.248697,-0.370128,0.551628,-1.73049,-1.95861,-1.65384,0.655584,0.32988,-0.946996,0.488069,0.572014,0.673738,-0.0285453,0.553489,-0.883024,0.801953,-0.811485,-1.43087,-0.913473,-2.21416,0.738649,-1.18147,-0.0502371,0.0828919,0.351713,0.254036,0.605768,-1.06327,-1.40757,-1.71728,-1.68961,-1.39586,-0.407295,0.888451,-1.25723,-1.75713,-1.64878,-0.00576957,0.468337,0.319357,0.657934,0.141119,0.959946,0.915604,0.618704,0.0941731,0.581278,-0.0263289,0.511929,-1.55836,-1.15013,-1.47692,0.262449,0.784618,-0.556002,-0.948377,0.198014,-1.21385,-0.045495,-1.53044,-1.65188,0.19881,0.229813,0.32997,0.314388,-0.979472,-1.307,0.842652,0.131749,0.0073154,-0.208017,0.710544,0.284882,0.135192,-0.0895359,0.291146,-0.265789,-0.916737,-0.861581,-0.0412026,-0.844672,-0.346372,-0.346724,-1.05919,1.02295,-0.529584,-0.938081,-1.07143,-0.768734,-0.245357,0.240202,0.161819,1
-0.487242,0.287717,0.193456,-0.936938,-0.209148,-0.15336,0.45188,-1.66136,0.738535,0.242697,-1.34553,-1.82384,-0.180469,-1.70039,-1.64265,-0.528103,0.191199,-0.72079,-2.16533,-0.808243,0.114991,0.34132,-0.0992425,1.5121,0.737377,0.865124,-0.105205,0.11746,0.228074,0.447678,-0.419887,-1.19515,-0.00859293,0.803001,-0.793634,-1.62752,-0.567786,0.453191,0.717076,0.734357,0.592579,-0.874445,0.209185,-1.66572,-1.7723,-1.1882,-0.678041,0.889829,-2.11777,-0.746743,-0.977706,0.538748,0.447576,1.08716,0.818155,0.308285,0.318646,-0.471484,0.0891602,0.741303,-0.805431,-0.777113,0.440191,0.116306,-0.994681,-0.739781,-0.213464,0.634703,-0.0999924,0.630561,0.412678,0.0952706,-0.826402,-1.79549,-1.818,-0.370128,0.551628,-1.49039,-1.97066,-1.53268,0.655584,0.32988,-0.946996,-0.504345,0.466062,0.682436,-0.040338,0.553489,-0.155659,0.390522,-0.811485,-1.44561,-0.901477,0.835481,0.738649,-1.18147,-1.17702,0.0828919,0.351713,0.254036,0.605768,-1.07685,-1.63422,-1.66237,-1.68961,-1.17375,-0.407295,0.888451,-1.68544,-1.76878,-1.64878,-0.00576957,0.468337,0.319357,0.637564,0.639059,0.408255,0.915604,0.618704,0.0941731,0.519895,0.983862,0.719869,-1.55836,-1.15013,-1.47692,1.00607,0.600861,1.15788,-0.938184,0.198014,-1.21385,-0.045495,-1.54513,-1.65188,0.215027,0.240017,0.32997,0.324942,-0.963931,-1.32148,0.842652,0.131749,0.0073154,-0.208017,0.28067,0.424653,0.151053,-0.0895359,0.303154,-0.265789,-0.860231,-0.861581,-0.0282002,-0.844672,-0.33612,-0.346724,1.02763,-0.377005,-0.529584,-0.928167,-1.07143,-0.751935,-0.245357,0.227047,0.172444,1
-0.318224,0.24367,-0.277435,-1.19799,-0.209148,0.119615,0.564614,-0.731878,0.673916,-0.215071,-0.656896,-1.05694,-0.0177204,-0.534283,-0.714166,-0.485638,0.609154,-1.06279,-0.929021,0.162698,-0.297309,0.537574,0.620146,0.903997,0.42287,0.815778,1.76117,2.16413,-1.2841,0.788715,-0.419887,0.324153,0.147071,0.659178,-0.780363,-0.909108,-0.529575,0.371542,-0.856624,0.821044,0.166819,0.88075,-0.188783,-0.566543,-0.738614,-1.48605,-0.288371,0.610678,-0.732583,0.439303,-0.992806,0.451854,0.668223,-1.3567,-0.582886,0.857816,0.949093,1.21086,-0.818328,0.229893,-0.795107,-0.225682,0.460794,0.854921,-0.959441,-0.399584,-0.213464,0.484155,-1.1207,0.545971,-0.16107,-0.257435,-0.00475833,-0.921768,-0.441842,-0.441683,0.742336,-0.76049,-0.958101,-0.544806,0.282909,0.673987,-0.0317736,-0.628396,0.0904148,0.447603,1.63423,-0.501512,-1.50206,0.777751,-0.793473,-0.177381,-0.901477,0.129,0.807784,-1.10234,-0.502961,0.455256,-0.379857,0.875684,0.321186,0.349323,-0.624589,-0.582346,-0.527164,-1.14043,0.222849,0.981011,-0.716875,-0.848421,-0.72147,0.244975,0.342128,0.552584,0.0672002,-0.009772,0.608143,0.725905,0.975783,2.02147,0.721583,-0.0147175,0.531733,-1.5296,-0.884999,-1.26722,0.0881628,0.776962,0.115267,-0.948377,0.263985,-1.20199,-0.936417,-1.41297,-0.849616,0.231244,-0.0252959,-1.29416,0.884288,0.73008,0.328435,0.527157,1.06672,0.928626,-0.226506,-0.285983,-0.320795,0.991678,1.38614,1.37191,-0.149316,-0.902611,-0.861581,0.0888217,0.677993,0.0944396,-0.275048,-1.11484,0.772679,1.10534,0.608587,0.438831,-0.919926,-0.209039,0.371748,0.151194,1
-0.318224,-0.868501,-0.29215,-0.999093,-0.209148,-0.798572,0.495239,-0.864662,0.618528,0.18721,-0.702805,-0.830646,-1.36854,-0.682518,-0.703963,-0.528103,1.5133,-0.0693567,-1.05023,-0.278639,0.700191,0.498323,0.207556,0.676972,0.533872,0.91447,-0.247093,0.063243,-1.7094,0.693542,-0.419887,0.28664,0.181663,0.980664,-0.780363,-0.874064,-0.520022,0.604825,-0.119395,0.00370691,-1.06315,0.858947,-0.172201,-0.503988,-0.949797,-1.39669,2.42433,1.03547,-1.01452,0.527158,0.0339566,0.577367,0.495543,-1.4314,0.24824,0.367694,0.309766,-0.559367,-1.79064,0.544607,-0.795107,-0.843953,0.481397,0.672171,-1.06516,-0.399584,-0.213464,0.500883,-0.0599645,0.241448,-0.813056,-0.375004,-0.90208,-0.887279,-0.0917663,-0.441683,0.468712,-0.741282,-0.958101,-0.600724,0.847245,0.506584,0.0104674,0.0435503,0.157839,0.717226,-1.08989,0.540778,-1.25444,0.446993,-0.811485,-0.206874,-0.913473,-0.40086,0.807784,-1.05838,-0.814838,0.972932,-0.410988,0.178685,-1.11267,0.335741,-0.583379,-0.536582,-0.586271,-1.15154,-0.521867,0.76118,-0.696484,-0.883372,-0.626631,0.484323,0.604255,0.406817,-0.0448356,0.0354953,0.816027,0.951737,0.65192,0.0138689,0.47605,-0.246945,-0.0920872,-1.51521,-0.946863,-1.24625,0.576165,0.830558,0.329503,-0.948377,0.231,-1.20199,0.651044,-0.458476,-0.677703,0.328545,0.995139,1.28382,0.37771,-0.777434,-0.467575,0.345141,0.526944,1.01591,-0.226506,-0.285983,-0.320795,-0.46752,-1.3486,-0.213212,-0.149316,-0.902611,-0.876388,-0.626312,0.657691,-0.612909,-0.322832,0.962704,0.686648,1.10534,0.628416,0.45256,-0.919926,-0.227198,0.358593,0.129943,1
-0.318224,-0.857489,-0.248004,-1.18556,-0.209148,0.119615,0.434536,-0.698682,2.12324,-0.215071,-0.702805,-1.13238,-0.0339953,-0.534283,-0.703963,-0.499793,0.617683,-0.72079,-1.01387,0.162698,0.0617912,1.05765,0.577829,0.912105,0.43212,0.845385,0.593323,-0.682234,-1.26835,0.788715,-0.419887,0.324153,0.164367,0.650718,-0.780363,-0.909108,-0.529575,0.744794,-0.927512,0.957267,-0.57826,0.869848,-0.205365,-0.584416,-0.68304,-1.49597,-0.168472,2.05498,-0.793874,0.453945,-1.0985,1.80353,0.697003,-1.31401,-0.582886,0.902372,0.647189,-0.659805,-0.802123,0.239728,-0.795107,-0.802178,0.460794,0.854921,-0.959441,-0.399584,-0.213464,0.567793,-1.1107,0.664397,-0.395785,-0.286828,-0.0155694,-0.910272,-0.453913,-0.441683,1.83683,-0.789302,-1.03043,-0.544806,1.72037,0.543784,-0.228899,-0.618059,0.100047,0.456301,-0.382327,-0.158319,-1.50206,0.777751,-0.811485,-0.177381,-0.901477,0.105451,0.807784,-1.10234,-0.513022,1.13641,-0.566641,0.781495,-0.904706,0.335741,-0.624589,-0.591498,-0.507461,-1.02938,-0.478903,1.61736,-0.716875,-0.825121,-0.753083,0.393143,1.38093,0.892708,0.0672002,-0.009772,0.608143,0.211007,0.352971,0.134325,0.721583,-0.00310611,0.531733,-1.51521,-0.893836,-1.24625,0.0881628,0.776962,0.100985,-0.948377,0.231,-1.20199,-0.628644,-1.35423,-0.815233,-0.206611,0.250222,-1.2426,0.852627,0.636832,0.169233,0.97613,0.787193,0.841344,-0.226506,-0.305523,-0.367386,0.325522,-0.0489209,0.819521,-0.149316,-0.902611,-0.861581,-0.288249,0.677993,-0.254109,-0.275048,-1.12412,0.764858,1.11968,0.608587,0.438831,-0.919926,-0.227198,0.358593,0.129943,1
-0.318224,-0.0426311,-0.424589,-1.02395,-0.209148,-0.612453,0.850785,-0.997446,0.461595,0.27044,-0.684442,-0.692354,-0.97794,-0.6924,-0.714166,-0.542257,0.967401,-1.79565,-0.710848,-0.379516,0.580491,0.517949,0.831731,0.628324,0.552373,0.450618,0.767955,3.16714,-1.67789,0.685611,-0.419887,0.296018,0.147071,0.997584,-0.767092,-0.874064,-0.500917,0.0566095,-0.913334,0.36284,-0.483647,0.869848,0.142857,-0.486115,-0.905338,-1.35698,0.146262,0.125198,-0.781616,0.439303,0.0641555,0.500128,0.65863,-1.46341,0.224494,-0.13728,0.833659,0.922097,-1.69341,0.465928,-0.795107,-0.376072,0.460794,0.733088,-1.02992,-0.399584,-0.213464,-0.218401,-1.05066,0.359874,-0.330586,-0.31622,-0.912891,-0.933264,-0.00726526,-0.513238,0.700878,-0.76049,-0.680852,-0.563445,0.612992,0.673987,0.559601,-0.0391508,0.0904148,0.482393,0.360615,1.37969,-1.26992,0.495396,-0.757447,-0.192127,-0.92547,-0.483283,0.807784,-1.05838,-0.714233,0.500666,-0.909079,0.875684,-0.379324,0.335741,-0.521565,-0.536582,-0.586271,-1.40697,-0.335688,-0.0487247,-0.70668,-0.860071,-0.573943,0.792055,0.740173,0.776094,-0.0753908,0.0958516,0.816027,1.41244,0.892741,1.60992,0.458512,-0.223723,-0.0326757,-1.54398,-0.929187,-1.30916,0.471593,0.838214,0.186679,-0.948377,0.263985,-1.20199,-0.223679,-0.943064,-0.998607,-0.920152,0.576761,-0.469203,0.768197,0.388169,0.574474,0.078184,0.796832,0.482518,0.383616,-0.246903,0.937149,0.373105,0.127077,0.399223,-0.149316,-0.902611,-0.876388,-0.249242,0.667842,-0.182349,-0.310886,1.00908,0.803963,1.11968,0.618502,0.438831,-0.919926,-0.209039,0.371748,0.161819,1
-0.318224,-0.868501,-1.10149,-1.02395,-0.209148,0.417405,0.694692,-0.676552,0.581602,2.03215,-0.610987,-0.202043,-0.278119,-0.642988,-0.805995,-0.499793,0.70298,-1.30708,-0.650245,-1.03522,0.301191,0.44926,-0.0992425,0.733728,0.737377,0.411142,0.418691,-0.329827,0.558862,1.47872,-0.419887,0.296018,0.0778869,1.47981,-0.767092,-0.926631,-0.567786,-0.328307,-0.913334,0.214233,-1.01585,0.88075,1.83422,-0.486115,-0.794189,-1.02935,-0.138498,0.343664,-0.720324,-0.219611,0.366144,0.38427,0.313269,-1.42073,0.723169,0.0855025,0.718225,-0.521703,0.59152,2.32471,-0.795107,-0.793823,0.460794,0.299056,-0.806735,-0.417489,-0.213464,-1.43951,-1.10069,-1.07815,-1.00865,-0.668926,-0.761535,-0.714834,-0.514271,-0.227018,0.725753,-0.626034,-0.379494,-0.479569,0.165782,0.627486,0.418798,-1.06258,1.8627,0.656343,-0.700731,-0.933681,0.0145752,0.648674,-0.811485,-0.236368,-0.88948,0.388043,0.784739,-1.08476,-0.895322,0.282697,-0.97134,0.630792,-1.05794,0.308576,-0.645193,-0.582346,-0.635527,-0.896108,0.251492,0.78432,-0.859612,-0.73192,-0.584481,0.17659,-0.0170832,0.0375398,0.780155,0.774861,0.480215,0.590405,0.768179,0.425428,1.21265,1.05353,0.8783,-1.54398,-0.92035,-1.26722,2.77217,1.55793,2.82891,-0.938184,0.214507,-1.20199,-0.239878,-0.429107,-0.872537,-1.73099,-0.0355002,-1.15237,-0.0760993,-0.186862,0.0679227,0.0175119,0.55586,0.317652,-0.226506,-0.305523,-0.274205,-1.03851,-0.874758,0.327171,-0.215872,-0.775472,-0.846775,-0.5613,0.667842,-0.12084,-0.346724,0.953429,-0.744591,1.17705,0.618502,0.425101,-0.835931,-0.227198,0.29282,0.161819,1
-0.318224,-0.868501,-0.203858,-1.18556,-0.209148,0.094799,0.477895,-0.289266,0.692378,-0.228943,-0.785441,-1.09466,-0.0502702,-0.534283,-0.673354,-0.513948,0.43856,-0.834791,-0.807814,0.175308,-0.323909,0.48851,0.239293,0.936429,0.43212,0.983554,0.396862,0.903599,-1.2841,0.788715,-0.432352,0.305396,0.164367,0.633798,-0.780363,-0.874064,-0.539128,0.908092,-0.870802,0.944883,-0.708354,0.869848,-0.221947,-0.629098,-0.63858,-1.52576,-0.393282,0.792733,-0.769358,0.439303,-1.0985,0.461509,1.00399,-0.502946,-0.582886,1.33309,0.531755,-0.484038,-0.834533,0.249562,-0.795107,-0.827243,0.460794,0.839692,-0.971188,-0.399584,-0.213464,0.735068,-1.1107,0.698233,-0.434904,-0.286828,-0.0371916,-0.887279,-0.453913,-0.513238,0.692586,-0.90455,-0.89783,-0.535486,0.410683,0.571685,-0.440104,-0.597383,0.109679,0.630251,-0.712524,2.71433,-1.50206,0.769683,-0.811485,-0.177381,-0.913473,0.0583523,0.807784,-1.07597,-0.553264,0.437092,-0.442119,0.7344,-1.01416,0.335741,-0.624589,-0.600651,-0.49761,-1.12933,0.194206,1.09671,-0.727071,-0.76687,-0.774159,-0.210925,0.361545,0.688634,0.0570151,0.00531709,0.608143,1.28597,0.419404,0.104211,0.730352,-0.00310611,0.531733,-1.5296,-0.92035,-1.26722,0.0765438,0.769305,0.0724204,-0.948377,0.263985,-1.20199,-0.531453,-1.32486,-0.849616,0.117726,0.321652,-1.29416,1.00038,0.0618004,-0.0768064,1.0368,0.796832,0.724968,-0.152551,-0.285983,0.937149,0.246218,-0.251996,0.711444,-0.149316,-0.902611,-0.876388,-0.353261,0.667842,-0.418132,-0.29894,-1.15194,0.725753,1.10534,0.618502,0.45256,-0.919926,-0.209039,0.371748,0.151194,1
-0.318224,-0.868501,-1.26336,0.442893,-0.209148,-0.711716,0.503911,-0.953185,0.516983,-0.270558,-0.702805,-0.453484,-1.30344,-0.722047,-0.591729,-0.499793,0.754158,0.0283583,-0.468434,-0.429954,-0.164309,0.410009,0.0277084,1.57696,0.996382,0.78617,-0.105205,0.18523,0.36984,0.693542,-0.419887,0.28664,0.112479,1.05681,-0.767092,-0.926631,-0.539128,0.0916019,-0.913334,-0.665024,-1.06315,0.88075,-1.20029,-0.566543,-0.805304,-1.46619,-0.303358,0.052376,-0.818391,-0.102471,-0.086839,0.480818,0.409203,-1.37804,0.758789,-0.00361062,0.398562,-0.509148,-0.153917,0.672459,-0.722835,-0.810533,0.481397,0.60364,-1.08865,-0.417489,-0.213464,-1.53988,-1.10069,-1.87329,-1.09993,-0.668926,-0.739913,-0.783812,-0.985063,-0.155463,0.725753,-0.76049,-0.307168,-0.572765,-0.132357,0.404282,0.418798,1.86297,0.466062,0.682436,-0.960172,0.311982,0.0764785,0.342118,-0.811485,-0.251115,-0.601561,0.211423,0.784739,-1.07597,-0.935564,0.645979,-0.97134,0.141009,-1.09078,0.308576,-0.6761,-0.445055,-0.596122,-1.36255,-0.593474,0.194247,-0.890198,-0.73192,-0.700395,0.0398204,-0.0559168,0.0666933,0.72923,1.12191,0.728076,0.897538,0.676833,0.204591,0.572509,0.507795,0.0564415,-1.50083,-0.938025,-1.24625,0.796928,0.861184,0.729408,-0.938184,0.198014,-1.20199,-0.142687,-0.605321,-0.586016,-1.19584,0.546148,-0.80434,0.240512,-0.109155,0.444218,-0.45573,0.141388,0.385538,-0.226506,-0.305523,-0.320795,-1.68881,-1.29445,-0.453383,-0.199233,-0.831978,-0.861581,-0.574302,0.657691,-0.182349,-0.35867,1.17602,0.584975,1.16271,0.618502,0.425101,-0.835931,-0.227198,0.29282,0.151194,1
-0.731378,-0.824454,-1.10149,0.418031,-0.209148,-0.823387,0.660004,-0.0236987,1.12625,-1.22771,0.711188,0.42656,-0.0339953,0.305711,0.336756,-0.301625,0.890633,-0.199643,0.743636,0.414891,2.03019,1.20484,2.17529,-1.06626,-1.18666,0.766432,0.615152,0.307217,-0.212976,-1.26544,-0.419887,-0.285443,1.61723,-1.27819,2.04641,-1.11938,-0.567786,0.359877,-0.984222,0.201849,-0.944887,-1.37593,-0.752571,0.595189,0.339532,0.688241,0.0113756,0.829144,0.137758,-0.541747,1.03052,1.38837,1.68512,0.414835,-1.93643,0.0409459,0.753743,-0.333381,-0.380789,-1.36335,-0.485373,-1.06118,0.790439,-1.30762,0.414913,-1.20531,-0.192668,-0.854047,-1.20076,-0.976643,-0.969533,-0.977544,0.524986,0.0439259,-0.0314084,-0.441683,0.593087,0.507237,0.705395,0.601506,1.93333,0.82279,1.88315,-1.11427,-1.30622,0.760713,-0.382327,-0.387115,-0.294942,-1.42461,-0.811485,-1.10643,0.910015,-0.0947185,1.06128,0.084601,-0.251448,0.591486,-0.97134,0.583698,-0.981324,-1.21268,0.405647,0.607509,0.418555,0.103401,-0.464581,0.194247,0.129349,0.433095,0.290145,2.23954,2.05081,2.01026,-0.951307,-0.0550393,-1.23083,0.780105,0.85122,0.746645,-1.19883,-1.69837,-1.50806,0.584759,-0.593352,-0.596191,-1.34099,-1.30562,-0.913061,0.886471,0.808243,1.7156,0.521456,-0.17947,-0.024433,-0.547165,0.770643,-0.121176,1.88689,1.19632,1.81914,0.0660496,0.420916,0.395236,-0.226506,-0.305523,-0.274205,-0.895763,-0.631068,0.435248,2.96216,0.707815,1.59629,-1.18542,-0.540139,-1.25875,-0.334778,-0.62328,-1.04179,-1.51914,-1.57261,-1.74418,-1.10472,-0.209039,0.411212,-0.114436,1
0.0385897,2.32486,1.0028,1.05201,-0.209148,0.417405,0.78141,-0.101156,0.49852,-0.312173,0.803006,0.703146,0.77975,0.295829,0.1531,-0.0751484,1.10388,0.402932,-0.274503,-0.0516655,0.700191,0.70439,0.535512,-1.18788,-1.09416,0.144674,0.53875,-0.750005,1.83476,-0.845088,-0.432352,-0.688714,0.216255,-0.719825,0.639661,-1.27708,-0.558233,0.359877,0.546946,0.64767,1.95264,0.837143,0.308677,0.31816,0.62852,0.847093,0.520945,0.307253,-0.3158,-0.483177,0.47184,0.480818,0.409203,0.148038,0.853775,-0.122428,0.789261,2.70488,1.33696,-0.763423,0.743237,0.59311,0.275368,-1.15533,0.767312,-0.220533,-0.192668,-0.168218,1.0408,0.241448,1.67753,1.34444,0.892563,0.802685,0.318667,0.560088,0.742336,0.151889,0.367874,0.573547,0.900484,0.813489,0.221673,0.146927,-1.06542,0.560671,1.88188,-1.25145,1.88715,-0.666291,0.584493,-1.04745,0.658086,0.670636,-0.0448815,-0.908914,-1.12671,0.446174,0.849804,0.856846,2.11624,-0.791617,0.580787,0.580051,0.251084,0.303303,0.881635,0.668619,0.119153,0.468045,0.479823,0.826248,0.827548,0.562302,-1.37908,-1.17163,-1.22283,-0.0238593,0.643616,0.495694,-0.97084,0.902582,0.323793,-0.695362,-0.787783,-0.722009,-0.283648,-0.762004,0.243808,0.764148,-0.329751,-1.00037,0.100292,0.686916,0.250628,-0.10931,0.280835,0.136621,0.113867,0.0462591,-0.0912794,0.624232,0.893221,0.754062,-0.189528,-0.344602,-1.01965,0.84893,1.58921,0.567342,0.100267,1.06098,0.648676,1.44107,0.343007,1.05807,-0.131698,-0.0204205,-0.971399,0.933244,0.073202,-0.879216,-0.919926,3.40458,2.05554,-0.911324,1
0.0573694,2.29183,1.0028,1.76057,-0.209148,-1.27007,0.807426,-0.289266,0.516983,-0.867044,0.793824,0.715718,0.389152,0.187124,0.255131,-0.188387,1.12946,-0.036785,0.331532,0.263575,0.833191,0.70439,0.122922,-1.05815,-1.20516,0.66774,0.385947,-0.519585,-0.00820297,-1.21785,0.0787051,-0.660579,0.959981,-1.10053,0.772374,-1.27708,-0.558233,0.126594,0.575301,-0.0334448,1.91716,0.837143,-0.221947,0.514761,0.58406,0.827237,0.296135,0.756322,-0.1687,-0.585675,0.441642,0.432544,0.65863,0.489538,-1.61586,-0.166985,0.647189,2.74254,-0.364584,-1.16665,2.15769,0.54298,0.275368,-1.30001,0.121248,-0.202628,-0.192668,-0.419131,0.990768,-0.249172,1.63841,1.25626,0.730396,0.526773,0.137594,0.202313,0.725753,0.305553,0.705395,0.592187,0.996315,0.82279,0.179432,0.953263,-1.26769,0.821596,1.92905,-0.933681,0.74194,-1.44882,0.530455,-1.00321,1.78577,0.305621,-0.0218365,-0.979252,-1.35811,0.536994,0.834239,0.574279,2.07246,-0.791617,0.518973,0.634968,0.310192,0.15893,-0.192474,0.495068,0.108958,0.537946,0.26907,0.621093,0.643089,0.523431,-1.12445,-0.281376,-1.23083,0.554272,0.726658,0.596075,-1.21637,-1.30358,-1.40904,0.541609,-0.778945,-0.701039,-0.864603,-1.19077,-0.327485,0.60105,-0.296765,-1.07153,0.24608,0.084851,-0.219268,-0.0444427,0.760439,0.30419,0.219405,-0.155779,-0.149171,-0.140235,0.584777,0.47282,-0.17104,3.77829,-0.74011,0.84893,1.62983,0.159052,0.599434,0.340525,1.40381,1.38906,0.414064,1.02732,-0.263103,-0.382136,-1.03397,0.861537,0.11286,-0.934135,0.726392,-0.336152,-0.956867,0.353072,1
0.00103035,1.84035,1.98873,1.74814,-0.209148,-1.50582,0.677348,-0.200744,0.507751,-1.01963,0.812188,0.690574,0.177579,0.206889,0.173506,-0.00437431,0.856515,-0.1345,0.404256,0.465329,0.686891,0.44926,0.588408,-1.1068,-1.19591,0.796039,0.582408,-0.0180818,0.00754884,-1.20992,-0.394957,-0.332335,0.994573,-1.10899,0.759103,-1.15442,-0.558233,0.488183,0.617833,0.00370691,2.09456,0.684517,-0.520423,0.550507,0.595175,0.926519,-0.318345,0.343664,0.00291688,-0.395322,0.335945,0.500128,0.54351,0.180053,-1.62773,0.0706503,0.62055,1.91392,-0.364584,-1.25516,2.16801,0.250554,0.254766,-1.29239,0.132994,-0.184723,-0.192668,0.467428,0.52044,1.00276,2.13392,1.60897,0.66553,0.480787,-0.00726526,-0.298573,0.684295,0.459217,0.71745,0.573547,0.836597,0.562385,0.404717,0.911912,-1.24843,0.786806,1.94084,-0.158319,0.74194,-1.40041,-0.397195,-1.01795,1.80976,0.270297,0.0703435,-1.00563,-1.35811,0.745881,1.53468,0.404739,1.97395,-0.886696,0.395345,0.589204,0.290489,0.214458,-0.507546,0.402508,0.14974,0.596197,0.290145,0.837645,0.798423,0.552584,-0.890196,-0.115396,-1.26281,0.924638,0.826308,0.726569,-1.19007,-1.28036,-1.37934,0.527226,-0.991052,-0.910736,-1.07375,-1.17546,-0.484591,0.641825,-0.197809,-1.05967,-0.0292964,-0.0473096,-0.173424,0.215027,0.842074,0.368639,0.335495,-0.249027,0.0389768,0.0417808,0.363083,0.511612,-0.226506,-0.344602,-0.460567,1.81644,2.02244,0.303154,0.632712,0.354652,1.44822,1.44107,0.46482,0.95556,-0.263103,-0.289389,-1.01832,0.761147,0.360724,-0.947864,0.642396,-0.317993,-0.877939,0.384948,1
-0.0177493,0.0564732,0.649632,0.00781124,0.707178,0.181654,0.408521,0.0648238,0.627759,-0.575737,0.711188,0.715718,0.503077,0.0586542,0.255131,-0.414864,0.395912,-0.00421338,0.392135,0.0618212,-0.164309,0.714203,0.916365,-1.09869,-1.20516,0.519702,0.822527,1.67618,0.243826,-1.16233,-0.432352,-0.172902,0.337326,-0.922869,1.58192,-0.891586,2.46042,0.418198,1.62443,0.00370691,0.356046,0.357462,-0.00638098,0.389652,0.484026,0.678313,2.96388,-0.093268,-0.266766,-0.571032,0.0943544,0.780119,0.54351,0.596256,-1.04594,0.531068,0.727105,0.131146,0.316032,-1.01913,-0.464724,0.768565,0.089943,-1.04873,1.91848,-0.113102,-0.192668,-0.385676,1.35102,-0.435269,0.608274,0.536153,0.730396,0.446298,0.270381,-0.727903,0.676003,0.0462456,0.729504,0.657424,-0.0471746,0.441482,0.390637,-1.57946,-1.17137,0.464998,0.266273,0.42638,0.200285,-1.2552,-0.793473,-1.15067,0.706072,0.32917,0.162524,-0.935291,1.55945,0.854866,0.880935,0.39532,0.0694401,-1.07685,0.54988,0.589204,0.231382,-0.518516,-0.937189,-0.199136,0.119153,0.468045,0.342833,0.484323,0.448921,0.649763,-1.32815,-0.628425,-1.2868,1.09627,0.942566,1.18832,-1.19007,-1.44292,-1.48826,-1.04056,-0.831972,-1.24625,-0.64384,-1.09889,-0.170379,2.02815,0.280478,0.885389,-0.223679,0.084851,-0.219268,0.0690752,0.597169,1.78653,0.915949,0.263838,0.473164,0.0296464,0.430555,0.76376,-0.208017,-0.344602,0.0519289,-0.0392771,0.154154,0.411231,0.599434,1.78143,0.796741,0.556909,0.109531,0.945308,-0.275048,-0.363587,-0.791516,1.04798,0.380553,-0.71446,0.759991,-0.317993,-0.970021,0.438074,1
