f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,clase
-1.28894,-0.573382,0.0703139,-0.694195,-0.0313595,0.778137,0.741897,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.555822,-0.573382,-1.0007,-0.694195,-0.0313595,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.197406,2.98274,1
0.690473,0.0687688,0.717183,0.461309,0.746028,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.555822,-0.573382,3.01371,1.03906,-1.97483,-0.908854,0.741897,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.207537,-0.301942,0
1.05703,0.0687688,-0.959473,-0.983071,1.13472,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.069,-0.573382,-0.159085,-0.983071,1.13472,-0.908854,-1.65698,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,0
0.763785,-0.573382,-0.901377,-0.116443,-0.420053,1.62163,1.08459,2.11654,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.99569,-0.573382,0.949329,-0.116443,-0.420053,0.778137,0.3992,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.440372,-0.301942,0
1.35028,1.35307,1.40328,-0.983071,1.13472,-0.908854,0.0565023,-0.307769,2.92116,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
0.177293,2.63737,-0.83539,0.750185,0.357334,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.323916,-0.573382,0.456794,-0.694195,-0.0313595,-0.908854,-1.65698,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
0.54385,-0.573382,0.254738,3.06119,-2.75221,-0.908854,0.741897,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,2.98274,0
-0.629133,-0.573382,-1.23432,-0.983071,1.13472,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,0.18,-0.216656,-0.0354289,-0.301942,0
-0.48251,1.67415,0.986809,1.32794,-2.36352,3.30862,0.570548,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,2.98274,0
0.690473,-0.573382,-0.380278,-0.116443,-0.420053,-0.908854,1.76999,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.250604,-0.573382,-0.693002,2.77232,2.3008,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,1
-0.189264,-0.573382,-0.324409,-0.116443,-0.420053,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.43556,-0.573382,-0.83628,-0.694195,-0.0313595,0.778137,0.0565023,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-0.683337,-0.301942,0
-0.555822,-0.573382,1.13876,-0.983071,1.13472,1.62163,-0.628892,-1.11587,2.92116,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.702444,0.0687688,-0.260354,-0.983071,1.13472,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,2.39423,-0.301942,1
2.96313,-0.573382,-0.616148,-0.694195,-0.0313595,-0.908854,0.0565023,1.30843,-0.379355,-0.703061,-0.145918,-0.216656,-1.6552,-0.301942,0
-0.849067,-0.573382,0.228732,-0.116443,-0.420053,0.778137,-0.97159,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,2.98274,0
0.103982,-0.573382,-1.49279,0.461309,0.746028,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
2.08339,1.67415,0.217723,2.48344,-1.58613,-0.908854,0.570548,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-3.11299,-0.301942,0
-1.50887,-0.573382,1.13553,-0.405319,-1.19744,0.778137,-0.97159,-1.11587,-0.379355,1.42231,-0.145918,-0.216656,-1.49322,-0.301942,0
-1.50887,-0.573382,2.43544,-0.116443,-0.420053,0.778137,-0.628892,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.845314,-0.301942,0
0.397227,-0.573382,1.45725,-0.116443,-0.420053,-0.0653585,-1.31429,0.500333,-0.379355,1.42231,1.79632,-0.216656,-0.0354289,-0.301942,1
1.05703,-0.573382,1.48247,-0.116443,-0.420053,-0.0653585,-0.628892,-1.11587,-0.379355,1.42231,-0.145918,-0.216656,-0.440372,-0.301942,0
-0.409199,-0.573382,0.116273,1.90569,1.52341,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,0
-0.629133,-0.573382,-1.28322,1.03906,-1.97483,0.778137,-0.628892,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.323916,1.35307,2.09463,2.77232,2.3008,0.778137,0.0565023,0.500333,-0.379355,1.42231,-0.145918,-0.216656,0.774456,-0.301942,1
1.35028,-0.573382,0.570333,0.750185,0.357334,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.335887,1.99522,0.345975,-0.983071,1.13472,-0.908854,2.45538,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
0.690473,0.0687688,0.0141983,2.77232,2.3008,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,4.50341,1.58434,-0.301942,1
0.690473,-0.573382,-0.17701,0.461309,0.746028,-0.0653585,-0.286195,2.11654,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,0.0265258,0
2.74319,-0.573382,-0.621387,1.90569,1.52341,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
0.617162,0.0687688,-0.385243,1.90569,1.52341,0.778137,0.0565023,0.500333,-0.379355,1.42231,-0.145918,-0.216656,0.774456,-0.301942,0
-1.36225,-0.573382,-0.0140063,-0.694195,-0.0313595,0.778137,-1.65698,-1.11587,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.702444,-0.573382,-0.818061,-0.116443,-0.420053,0.778137,-1.31429,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.48251,0.71092,1.21157,-0.116443,-0.420053,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,0.89507,-0.216656,-0.0354289,-0.301942,1
-1.58218,1.67415,1.09043,2.48344,-1.58613,0.778137,0.570548,-1.11587,-0.379355,1.42231,4.47069,-0.216656,-0.683337,-0.301942,0
-0.0426414,-0.573382,-1.1791,0.172433,1.91211,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
1.27696,0.0687688,1.38159,-0.116443,-0.420053,-0.908854,-0.97159,-0.307769,-0.379355,-0.703061,-0.145918,4.46619,0.774456,0.354994,1
-0.775756,-0.573382,1.78201,-0.694195,-0.0313595,-0.908854,-0.628892,-1.92397,-0.379355,1.42231,0.404365,-0.216656,-1.25026,-0.301942,0
0.763785,1.99522,0.071934,0.750185,0.357334,-0.908854,-1.31429,-0.307769,2.92116,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
-0.629133,-0.573382,-1.06713,-0.983071,1.13472,0.778137,-0.286195,-1.11587,2.92116,-0.703061,-0.145918,-0.216656,-0.0354289,0.519228,0
-0.702444,2.63737,0.740982,-0.983071,1.13472,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,1
-1.43556,-0.573382,1.05948,-0.694195,-0.0313595,0.778137,-0.97159,-1.11587,2.92116,-0.703061,-0.145918,-0.216656,-0.440372,-0.301942,0
-1.069,-0.573382,-1.38755,-0.116443,-0.420053,0.778137,-0.97159,0.500333,-0.379355,1.42231,-0.145918,4.15598,-0.0354289,-0.301942,0
-0.0426414,0.0687688,-0.651761,-0.116443,-0.420053,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,0.447965,-0.216656,-0.440372,-0.301942,0
-0.115953,-0.573382,0.610361,-0.983071,1.13472,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,0
0.54385,-0.573382,-0.412917,0.461309,0.746028,-0.0653585,-1.65698,0.500333,2.92116,1.42231,-0.145918,-0.216656,-0.359383,-0.301942,0
-0.0426414,1.35307,-0.604883,1.90569,1.52341,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,1.8331,1
-0.849067,-0.573382,-0.2525,0.750185,0.357334,-0.908854,1.08459,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,-0.440372,-0.301942,0
-0.189264,-0.573382,-0.772007,-0.116443,-0.420053,2.46513,-0.97159,2.11654,-0.379355,1.42231,-0.145918,-0.216656,-1.33125,-0.301942,0
1.86346,-0.573382,-0.0809699,-0.405319,-1.19744,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,5.19083,-0.0354289,-0.301942,0
-0.335887,-0.573382,0.0796271,-0.116443,-0.420053,0.778137,1.08459,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.409199,-0.573382,-0.253675,-0.983071,1.13472,0.778137,-0.286195,1.30843,0.445774,1.42231,-0.145918,-0.216656,-0.0354289,2.16157,0
-1.28894,-0.573382,1.00786,-0.116443,-0.420053,0.778137,-1.31429,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-0.440372,-0.301942,0
0.983719,1.67415,0.598054,-0.116443,-0.420053,-0.0653585,0.570548,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,1
0.690473,-0.573382,-0.0195487,-0.116443,-0.420053,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.450502,-0.301942,0
2.37664,0.0687688,2.88436,-0.694195,-0.0313595,1.62163,-0.628892,2.11654,2.92116,-0.703061,-0.145918,4.28999,-3.11299,-0.301942,0
2.1567,1.67415,-1.43497,2.19457,-3.14091,-0.0653585,0.570548,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-1.6552,-0.301942,0
-0.775756,-0.573382,-0.960297,-0.116443,-0.420053,0.778137,-0.286195,0.500333,0.445774,1.42231,-0.145918,-0.216656,-0.0354289,0.0265258,0
0.470539,0.0687688,0.107074,1.90569,1.52341,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
0.0306701,1.35307,0.433033,0.461309,0.746028,0.778137,-0.286195,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,0.126548,-0.301942,0
0.54385,2.63737,-0.825679,1.90569,1.52341,2.46513,2.45538,2.11654,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.50887,-0.573382,-1.5533,-0.405319,-1.19744,0.778137,0.3992,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-1.97915,-0.301942,0
2.01008,1.99522,-1.27856,0.750185,0.357334,2.46513,0.0565023,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-1.6552,-0.301942,0
-0.849067,-0.573382,-0.614168,-0.116443,-0.420053,0.778137,-0.97159,0.500333,-0.379355,-0.703061,-0.145918,4.69698,-0.0354289,-0.301942,0
-0.775756,2.63737,-0.136934,-0.116443,-0.420053,-0.908854,2.45538,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.50887,-0.573382,-0.0554085,-0.116443,-0.420053,0.778137,-0.97159,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-2.30311,-0.301942,0
-0.629133,-0.573382,4.20619,-0.694195,-0.0313595,0.778137,-1.31429,0.500333,2.92116,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,0
0.177293,0.0687688,-0.441965,-0.983071,1.13472,-0.0653585,-0.286195,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
1.05703,1.67415,-0.517986,-0.983071,1.13472,-0.0653585,0.570548,0.500333,-0.379355,1.42231,-0.145918,-0.216656,0.774456,-0.301942,0
-0.555822,-0.573382,-0.851259,1.90569,1.52341,-0.908854,0.0565023,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,0.774456,-0.301942,0
-0.0426414,-0.573382,-0.327393,-0.694195,-0.0313595,-0.0653585,0.741897,0.500333,2.92116,1.42231,-0.145918,-0.216656,-1.00729,-0.301942,0
0.177293,1.99522,3.16562,-0.983071,1.13472,-0.908854,-1.31429,-0.307769,2.92116,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.617162,-0.573382,-0.652197,-0.694195,-0.0313595,-0.908854,-1.65698,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,0
-1.14231,-0.573382,0.0720856,3.06119,-2.75221,-0.908854,1.76999,1.30843,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,2.98274,0
0.103982,1.35307,-1.25991,1.90569,1.52341,0.778137,-0.286195,0.500333,-0.379355,1.42231,1.76112,-0.216656,1.1794,-0.301942,1
-1.069,0.0687688,-1.4861,-0.116443,-0.420053,0.778137,-0.628892,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.43556,1.67415,-0.181197,-0.116443,-0.420053,0.778137,0.570548,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,2.3258,0
0.910408,-0.573382,0.658879,-0.983071,1.13472,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,-0.301942,1
-0.115953,2.63737,-1.34124,-0.116443,-0.420053,-0.0653585,1.08459,2.11654,-0.379355,1.42231,-0.145918,-0.216656,-0.440372,-0.301942,0
-0.262576,-0.573382,-1.45437,-0.116443,-0.420053,-0.0653585,-1.31429,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,0
0.397227,1.99522,-0.273192,-0.116443,-0.420053,-0.908854,1.76999,-0.307769,2.92116,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.115953,-0.573382,0.176027,-0.116443,-0.420053,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
1.13034,0.71092,-0.609771,1.32794,-2.36352,-0.908854,0.741897,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
-0.115953,-0.573382,4.22676,-0.983071,1.13472,0.778137,-0.286195,0.500333,2.92116,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,1
0.837096,-0.573382,1.17047,0.461309,0.746028,-0.0653585,-0.628892,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.0426414,-0.573382,-0.0679239,-0.983071,1.13472,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.774456,2.49004,0
-0.99569,-0.573382,0.61796,2.48344,-1.58613,0.778137,-1.31429,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.555822,-0.573382,0.0765669,-0.694195,-0.0313595,-0.908854,0.3992,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
1.57021,1.67415,-1.56858,2.48344,-1.58613,-0.0653585,0.570548,0.500333,1.2709,1.42231,-0.145918,-0.216656,-2.46508,-0.301942,0
2.01008,0.0687688,-0.209298,-0.116443,-0.420053,-0.908854,1.42729,-0.307769,-0.379355,-0.703061,0.0448664,-0.216656,0.774456,-0.301942,0
2.66988,-0.573382,1.17888,0.750185,0.357334,2.46513,1.08459,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-1.6552,4.46084,0
0.177293,-0.573382,-0.562486,-0.116443,-0.420053,-0.0653585,-0.628892,2.11654,2.92116,1.42231,-0.145918,-0.216656,-0.197406,-0.301942,0
-0.775756,-0.573382,-1.07119,0.172433,1.91211,0.778137,0.0565023,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,1.1794,-0.301942,1
-0.0426414,1.99522,-0.707744,1.90569,1.52341,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,2.39423,-0.301942,1
0.177293,0.0687688,0.0589544,-0.116443,-0.420053,-0.908854,-0.97159,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,-1.6552,-0.301942,0
-0.0426414,-0.573382,-0.0974928,-0.694195,-0.0313595,-0.0653585,-1.31429,0.500333,-0.379355,-0.703061,-0.145918,4.10387,-0.0354289,-0.301942,0
1.27696,-0.573382,0.130759,-0.116443,-0.420053,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.440372,2.98274,0
1.42359,-0.573382,0.443559,-0.116443,-0.420053,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,1
0.103982,-0.573382,0.168637,0.461309,0.746028,-0.908854,-1.65698,-0.307769,-0.379355,-0.703061,-0.145918,4.68954,1.58434,-0.301942,1
0.470539,-0.573382,-0.347109,-0.116443,-0.420053,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,2.98274,0
-1.43556,1.99522,-1.53857,-0.694195,-0.0313595,0.778137,1.08459,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
1.42359,-0.573382,0.655951,-0.694195,-0.0313595,0.778137,1.76999,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-1.6552,-0.301942,0
-0.48251,-0.573382,-0.16295,-0.116443,-0.420053,1.62163,-0.97159,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.845314,-0.301942,0
0.470539,-0.573382,-0.020013,0.750185,0.357334,2.46513,-0.286195,0.500333,-0.379355,1.42231,-0.145918,-0.216656,0.369514,-0.301942,0
0.837096,-0.573382,0.139646,1.32794,-2.36352,-0.0653585,-1.31429,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.470539,-0.573382,-0.868654,-0.116443,-0.420053,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,0
1.4969,-0.573382,-0.414641,-0.694195,-0.0313595,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,0.404365,-0.216656,-0.0354289,-0.301942,0
-0.922379,-0.573382,1.7863,-0.405319,-1.19744,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.115953,0.71092,0.639665,-0.694195,-0.0313595,-0.908854,-0.286195,-0.307769,0.445774,-0.703061,-0.145918,-0.216656,2.79917,5.28201,1
-1.43556,1.67415,0.276434,-0.694195,-0.0313595,0.778137,0.570548,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-1.33125,0.354994,0
1.86346,-0.573382,-1.59739,-0.116443,-0.420053,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
-0.409199,-0.573382,-0.0407235,-0.983071,1.13472,0.778137,0.0565023,0.500333,-0.379355,1.42231,-0.145918,-0.216656,0.369514,-0.301942,0
-0.409199,-0.573382,0.307216,-0.116443,-0.420053,-0.908854,-1.31429,-1.92397,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,1
1.64352,-0.573382,-1.13606,-0.116443,-0.420053,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
0.323916,-0.573382,2.7305,-0.116443,-0.420053,-0.908854,0.3992,-0.307769,2.92116,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.262576,-0.573382,0.0037483,-0.694195,-0.0313595,0.778137,-0.286195,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-1.069,-0.573382,0.849774,-0.694195,-0.0313595,-0.908854,0.741897,-1.92397,-0.379355,1.42231,0.842262,-0.216656,0.612479,-0.301942,1
-0.335887,-0.573382,-0.1361,0.461309,0.746028,-0.0653585,-0.628892,2.11654,2.92116,1.42231,-0.145918,-0.216656,0.369514,-0.301942,0
-1.28894,-0.573382,0.151403,-0.116443,-0.420053,0.778137,0.3992,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
1.35028,1.35307,2.23006,1.90569,1.52341,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,1.8884,-0.216656,-0.0354289,-0.301942,1
0.177293,-0.573382,0.291356,0.172433,1.91211,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,1.58434,-0.301942,1
-0.99569,-0.573382,1.72628,-0.983071,1.13472,0.778137,-0.286195,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.837096,-0.573382,0.0388975,1.32794,-2.36352,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,3.96814,0
-0.189264,-0.573382,0.100177,-0.983071,1.13472,-0.908854,0.0565023,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,0
-1.28894,-0.573382,0.399362,-0.694195,-0.0313595,0.778137,-0.628892,-1.11587,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,0
-0.115953,0.71092,-1.25395,-0.983071,1.13472,-0.0653585,-0.628892,0.500333,-0.379355,1.42231,-0.145918,-0.216656,1.58434,-0.301942,0
0.0306701,1.67415,-0.306351,1.90569,1.52341,-0.908854,0.570548,-1.92397,0.445774,1.42231,0.323122,-0.216656,-0.0354289,2.98274,0
0.690473,-0.573382,-0.412225,-0.983071,1.13472,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,0.89507,-0.216656,-0.0354289,-0.301942,1
-1.069,-0.573382,1.07549,-0.694195,-0.0313595,-0.908854,1.08459,-1.92397,0.445774,1.42231,-0.145918,-0.216656,-0.0354289,3.80391,0
0.323916,-0.573382,-0.15592,-0.116443,-0.420053,-0.0653585,1.08459,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.262576,-0.573382,0.0382438,0.461309,0.746028,-0.908854,1.08459,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,1
-0.335887,-0.573382,-0.444163,1.90569,1.52341,-0.908854,-0.286195,-0.307769,0.445774,-0.703061,0.842262,-0.216656,-0.440372,4.13238,1
-0.189264,0.0687688,0.149963,-0.983071,1.13472,-0.0653585,0.0565023,0.500333,2.92116,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,1
2.81651,0.0687688,-0.483793,-0.694195,-0.0313595,-0.908854,-0.628892,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
0.0306701,0.0687688,-0.146569,-0.116443,-0.420053,-0.908854,-0.286195,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-0.0354289,-0.301942,0
-0.262576,-0.573382,-0.0347548,-0.116443,-0.420053,-0.0653585,1.76999,0.500333,-0.379355,-0.703061,-0.145918,-0.216656,0.369514,-0.301942,0
-0.702444,-0.573382,0.100451,-0.405319,-1.19744,0.778137,-0.286195,0.500333,-0.379355,1.42231,-0.145918,-0.216656,-0.0354289,-0.301942,0
2.74319,0.0687688,-0.14656,1.90569,1.52341,-0.908854,-1.31429,-0.307769,-0.379355,-0.703061,-0.145918,-0.216656,-2.46508,-0.301942,0
